,Compound,Negative,Neutral,Positive,Source,Time,Tweet,Tweets Ago
266,0.6808,0.0,0.781,0.219,cnn,Mon Apr 09 18:40:04 +0000 2018,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/NHkoaY67G8,67
267,-0.0772,0.075,0.925,0.0,cnn,Mon Apr 09 18:30:10 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa",68
268,0.4767,0.0,0.86,0.14,cnn,Mon Apr 09 18:28:00 +0000 2018,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5,69
269,-0.6705,0.184,0.816,0.0,cnn,Mon Apr 09 18:20:11 +0000 2018,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K",70
270,-0.2263,0.095,0.905,0.0,cnn,Mon Apr 09 18:10:07 +0000 2018,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj",71
271,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 18:00:12 +0000 2018,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV",72
272,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 17:56:36 +0000 2018,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo",73
273,0.2023,0.0,0.913,0.087,cnn,Mon Apr 09 17:50:03 +0000 2018,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN,74
274,-0.6486,0.261,0.739,0.0,cnn,Mon Apr 09 17:40:10 +0000 2018,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm",75
275,0.5379,0.0,0.812,0.188,cnn,Mon Apr 09 17:30:07 +0000 2018,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz",76
276,-0.7096,0.224,0.776,0.0,cnn,Mon Apr 09 17:20:12 +0000 2018,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD",77
277,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 17:10:08 +0000 2018,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE,78
278,-0.0258,0.154,0.647,0.199,cnn,Mon Apr 09 17:00:12 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz,79
279,-0.6705,0.184,0.816,0.0,cnn,Mon Apr 09 16:51:12 +0000 2018,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX,80
280,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 16:43:03 +0000 2018,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4,81
281,-0.0772,0.129,0.756,0.116,cnn,Mon Apr 09 16:36:26 +0000 2018,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO,82
282,-0.802,0.366,0.551,0.083,cnn,Mon Apr 09 16:24:03 +0000 2018,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0",83
283,-0.4215,0.216,0.69,0.095,cnn,Mon Apr 09 16:15:27 +0000 2018,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p",84
284,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 16:06:04 +0000 2018,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX,85
285,-0.5106,0.155,0.845,0.0,cnn,Mon Apr 09 16:00:37 +0000 2018,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0",86
286,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 15:51:28 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS",87
287,-0.802,0.387,0.613,0.0,cnn,Mon Apr 09 15:50:06 +0000 2018,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv",88
288,-0.5423,0.231,0.769,0.0,cnn,Mon Apr 09 15:40:08 +0000 2018,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G",89
289,0.0258,0.059,0.876,0.064,cnn,Mon Apr 09 15:30:10 +0000 2018,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9",90
290,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 15:20:12 +0000 2018,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl,91
291,-0.4588,0.16,0.84,0.0,cnn,Mon Apr 09 15:12:03 +0000 2018,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM,92
292,0.6808,0.0,0.781,0.219,cnn,Mon Apr 09 15:07:36 +0000 2018,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU,93
293,-0.6597,0.252,0.748,0.0,cnn,Mon Apr 09 15:03:51 +0000 2018,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR",94
294,0.6808,0.0,0.781,0.219,cnn,Mon Apr 09 14:47:09 +0000 2018,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/BOh2wHicgI,95
295,-0.1901,0.077,0.923,0.0,cnn,Mon Apr 09 14:31:06 +0000 2018,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by… https://t.co/q5wp5kGq43",96
296,-0.4549,0.153,0.847,0.0,cnn,Mon Apr 09 14:21:53 +0000 2018,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…",97
297,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 14:20:03 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/QFqM3UzVxs",98
298,0.3182,0.0,0.881,0.119,cnn,Mon Apr 09 14:04:35 +0000 2018,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/U0Ln3fjW8v,99
299,0.0,0.0,1.0,0.0,cnn,Mon Apr 09 13:52:05 +0000 2018,From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 C… https://t.co/v9AAlj9mmM,100
300,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 23:57:52 +0000 2018,".@SenJohnThune on Facebook, Mark Zuckerberg Congress testimony: “Clearly, there were lines that were crossed…I thin… https://t.co/8CrpPW7cVR",1
301,-0.2617,0.136,0.864,0.0,FoxNews,Mon Apr 09 23:51:43 +0000 2018,"#Trump says Syria chemical attack 'will be met forcefully,' but won't say when https://t.co/IM8pb2L4xS",2
302,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 23:38:50 +0000 2018,California appeals #Trump victory on border wall https://t.co/VnEZUeYPVn,3
303,0.3818,0.0,0.867,0.133,FoxNews,Mon Apr 09 23:26:17 +0000 2018,.@seanspicer “My hope…is that this investigation continues to be focused very broadly on Russian interference. We c… https://t.co/PeWQLXF0dk,4
304,-0.5423,0.247,0.661,0.093,FoxNews,Mon Apr 09 23:05:00 +0000 2018,".@POTUS: “Why don’t I just fire Mueller? Well, I think it’s a disgrace, what’s going on. We’ll see what happens...A… https://t.co/LyIjKDcnYB",5
305,0.4767,0.0,0.866,0.134,FoxNews,Mon Apr 09 22:58:23 +0000 2018,.@POTUS: “We are here to discuss Syria tonight…We’re making a decision as to what we do with respect to the horribl… https://t.co/pxYcDD7EMX,6
306,-0.4767,0.154,0.846,0.0,FoxNews,Mon Apr 09 22:48:24 +0000 2018,"#Trump slams @FBI raid targeting attorney Michael Cohen, calls Mueller investigation 'an attack on our country, in… https://t.co/o0W5lnhK40",7
307,-0.3612,0.143,0.857,0.0,FoxNews,Mon Apr 09 22:45:51 +0000 2018,".@POTUS: “It’s a disgraceful situation. It’s a total witch hunt, I’ve been saying it for a long time.”… https://t.co/uxt1kvovlo",8
308,-0.3818,0.191,0.809,0.0,FoxNews,Mon Apr 09 22:31:44 +0000 2018,"Sperm whale swallows 64 pounds of trash, dies of 'gastric shock' https://t.co/rnR2s86dmo",9
309,-0.8689,0.474,0.526,0.0,FoxNews,Mon Apr 09 22:20:00 +0000 2018,.@nikkihaley shames Syria after suspected chemical attack: 'We are on the edge of a dangerous precipice' https://t.co/7VGjt8AECI,10
310,0.0772,0.188,0.598,0.214,FoxNews,Mon Apr 09 22:10:48 +0000 2018,"https://t.co/pqEhmLhD8g founders accused of promoting prostitution, money laundering https://t.co/bsmKbYq41U",11
311,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:54:17 +0000 2018,.@JesseBWatters on London mayor enacting new knife restrictions: “It’s turned into a joke...What if you’re just car… https://t.co/3GI5SHfDR7,12
312,0.3612,0.0,0.872,0.128,FoxNews,Mon Apr 09 21:44:11 +0000 2018,".@TheJuanWilliams on Parkland survivor blasting sheriff &amp; school: “From his perspective, even if we never settle th… https://t.co/UoSkfYKtb4",13
313,-0.4019,0.213,0.787,0.0,FoxNews,Mon Apr 09 21:35:00 +0000 2018,".@FLGovScott's press secretary, 33, dies in Florida Keys boat crash https://t.co/u1Noj8mg4R",14
314,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:28:49 +0000 2018,"FBI raids home, office of Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments - via… https://t.co/iEZix1mxgI",15
315,0.3182,0.122,0.667,0.212,FoxNews,Mon Apr 09 21:25:15 +0000 2018,.@kimguilfoyle on alleged chemical attack in Syria: “Now this is an opportunity for @POTUS to show his resolve and… https://t.co/6JikwJNlU3,16
316,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:14:17 +0000 2018,"UPDATE: FBI raids home, office of #Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments https://t.co/CJbWkVS79j",17
317,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 20:51:00 +0000 2018,Fleetwood Mac replacing Lindsey Buckingham before upcoming tour https://t.co/fVF9Mp9opJ,18
318,-0.802,0.474,0.526,0.0,FoxNews,Mon Apr 09 20:41:00 +0000 2018,Opioid crisis worse than Pablo Escobar era: ex-DEA agents https://t.co/c3DMnxYixV,19
319,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 20:30:25 +0000 2018,"BREAKING: Feds seize documents from #Trump attorney Michael Cohen, AP reports https://t.co/AlkKHP0WVT",20
320,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 23:57:52 +0000 2018,".@SenJohnThune on Facebook, Mark Zuckerberg Congress testimony: “Clearly, there were lines that were crossed…I thin… https://t.co/8CrpPW7cVR",21
321,-0.2617,0.136,0.864,0.0,FoxNews,Mon Apr 09 23:51:43 +0000 2018,"#Trump says Syria chemical attack 'will be met forcefully,' but won't say when https://t.co/IM8pb2L4xS",22
322,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 23:38:50 +0000 2018,California appeals #Trump victory on border wall https://t.co/VnEZUeYPVn,23
323,0.3818,0.0,0.867,0.133,FoxNews,Mon Apr 09 23:26:17 +0000 2018,.@seanspicer “My hope…is that this investigation continues to be focused very broadly on Russian interference. We c… https://t.co/PeWQLXF0dk,24
324,-0.5423,0.247,0.661,0.093,FoxNews,Mon Apr 09 23:05:00 +0000 2018,".@POTUS: “Why don’t I just fire Mueller? Well, I think it’s a disgrace, what’s going on. We’ll see what happens...A… https://t.co/LyIjKDcnYB",25
325,0.4767,0.0,0.866,0.134,FoxNews,Mon Apr 09 22:58:23 +0000 2018,.@POTUS: “We are here to discuss Syria tonight…We’re making a decision as to what we do with respect to the horribl… https://t.co/pxYcDD7EMX,26
326,-0.4767,0.154,0.846,0.0,FoxNews,Mon Apr 09 22:48:24 +0000 2018,"#Trump slams @FBI raid targeting attorney Michael Cohen, calls Mueller investigation 'an attack on our country, in… https://t.co/o0W5lnhK40",27
327,-0.3612,0.143,0.857,0.0,FoxNews,Mon Apr 09 22:45:51 +0000 2018,".@POTUS: “It’s a disgraceful situation. It’s a total witch hunt, I’ve been saying it for a long time.”… https://t.co/uxt1kvovlo",28
328,-0.3818,0.191,0.809,0.0,FoxNews,Mon Apr 09 22:31:44 +0000 2018,"Sperm whale swallows 64 pounds of trash, dies of 'gastric shock' https://t.co/rnR2s86dmo",29
329,-0.8689,0.474,0.526,0.0,FoxNews,Mon Apr 09 22:20:00 +0000 2018,.@nikkihaley shames Syria after suspected chemical attack: 'We are on the edge of a dangerous precipice' https://t.co/7VGjt8AECI,30
330,0.0772,0.188,0.598,0.214,FoxNews,Mon Apr 09 22:10:48 +0000 2018,"https://t.co/pqEhmLhD8g founders accused of promoting prostitution, money laundering https://t.co/bsmKbYq41U",31
331,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:54:17 +0000 2018,.@JesseBWatters on London mayor enacting new knife restrictions: “It’s turned into a joke...What if you’re just car… https://t.co/3GI5SHfDR7,32
332,0.3612,0.0,0.872,0.128,FoxNews,Mon Apr 09 21:44:11 +0000 2018,".@TheJuanWilliams on Parkland survivor blasting sheriff &amp; school: “From his perspective, even if we never settle th… https://t.co/UoSkfYKtb4",33
333,-0.4019,0.213,0.787,0.0,FoxNews,Mon Apr 09 21:35:00 +0000 2018,".@FLGovScott's press secretary, 33, dies in Florida Keys boat crash https://t.co/u1Noj8mg4R",34
334,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:28:49 +0000 2018,"FBI raids home, office of Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments - via… https://t.co/iEZix1mxgI",35
335,0.3182,0.122,0.667,0.212,FoxNews,Mon Apr 09 21:25:15 +0000 2018,.@kimguilfoyle on alleged chemical attack in Syria: “Now this is an opportunity for @POTUS to show his resolve and… https://t.co/6JikwJNlU3,36
336,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 21:14:17 +0000 2018,"UPDATE: FBI raids home, office of #Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments https://t.co/CJbWkVS79j",37
337,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 20:51:00 +0000 2018,Fleetwood Mac replacing Lindsey Buckingham before upcoming tour https://t.co/fVF9Mp9opJ,38
338,-0.802,0.474,0.526,0.0,FoxNews,Mon Apr 09 20:41:00 +0000 2018,Opioid crisis worse than Pablo Escobar era: ex-DEA agents https://t.co/c3DMnxYixV,39
339,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 20:30:25 +0000 2018,"BREAKING: Feds seize documents from #Trump attorney Michael Cohen, AP reports https://t.co/AlkKHP0WVT",40
340,0.5859,0.0,0.798,0.202,FoxNews,Mon Apr 09 20:29:27 +0000 2018,.@nikkihaley: “We have reached the moment when the world must see justice done. History will record this as the mom… https://t.co/PKo1hhqM84,41
341,0.4215,0.0,0.877,0.123,FoxNews,Mon Apr 09 20:23:26 +0000 2018,.@nikkihaley: “What we are dealing with today is not about a spat between the United States and Russia. This is abo… https://t.co/UtEWInHzYg,42
342,-0.6369,0.208,0.792,0.0,FoxNews,Mon Apr 09 20:17:40 +0000 2018,.@nikkihaley: “We must not overlook Russia and Iran’s roles in enabling the Assad regime’s murderous destruction.” https://t.co/wcfeCswMbG,43
343,-0.5106,0.325,0.552,0.123,FoxNews,Mon Apr 09 20:08:00 +0000 2018,Teachers Union Threatens Wells Fargo: 'Ditch' NRA or Lose Our Business https://t.co/RVPCKD9VBg,44
344,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 19:58:40 +0000 2018,"JUST IN: Israel gave heads-up to US before launching airstrike on Syria, US official says https://t.co/1nO6QysDyf",45
345,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 19:51:11 +0000 2018,Facebook CEO Zuckerberg testimony: ‘too slow’ in Russia interference response (via @FoxBusiness) https://t.co/bsQw2mfxqL,46
346,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 19:40:00 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/WiInGzgyO0",47
347,0.5574,0.0,0.769,0.231,FoxNews,Mon Apr 09 19:31:00 +0000 2018,Right to carry guns in schools case headed to Michigan Supreme Court https://t.co/qFnfZPQdAO,48
348,-0.836,0.418,0.582,0.0,FoxNews,Mon Apr 09 19:22:00 +0000 2018,Gov. Walker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/3hO7y7q4ir,49
349,-0.4939,0.286,0.714,0.0,FoxNews,Mon Apr 09 19:14:00 +0000 2018,New foam armor for tanks can pulverize enemies https://t.co/LZQv9MQFJy,50
350,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 19:01:08 +0000 2018,".@PressSec: “The president wants to bring our troops home after we complete the mission to eradicate ISIS in Syria."" https://t.co/vkJPE2gzaU",51
351,0.34,0.0,0.876,0.124,FoxNews,Mon Apr 09 18:55:15 +0000 2018,.@PressSec: “The president and his national security team are consulting closely with allies and partners to determ… https://t.co/gtCxEaN9nc,52
352,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 18:48:04 +0000 2018,.@PressSec Sarah Sanders holds a briefing https://t.co/YxMR6d0PDd,53
353,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 18:37:54 +0000 2018,".@SenBillNelson on Mark Zuckerberg's upcoming testimony: If we don’t do something about this, we’re not going to ha… https://t.co/90Dgie3h0M",54
354,-0.34,0.211,0.789,0.0,FoxNews,Mon Apr 09 18:31:57 +0000 2018,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS,55
355,0.7579,0.0,0.745,0.255,FoxNews,Mon Apr 09 18:30:55 +0000 2018,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs,56
356,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 18:25:11 +0000 2018,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G,57
357,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 18:22:31 +0000 2018,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi",58
358,-0.4767,0.171,0.829,0.0,FoxNews,Mon Apr 09 18:13:10 +0000 2018,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR",59
359,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 17:33:59 +0000 2018,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X,60
360,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 17:29:29 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh",61
361,-0.836,0.418,0.582,0.0,FoxNews,Mon Apr 09 17:15:47 +0000 2018,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6,62
362,0.2023,0.135,0.676,0.189,FoxNews,Mon Apr 09 16:47:47 +0000 2018,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy,63
363,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 16:36:06 +0000 2018,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x,64
364,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 16:25:49 +0000 2018,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",65
365,-0.128,0.111,0.889,0.0,FoxNews,Mon Apr 09 16:25:41 +0000 2018,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,66
366,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 16:22:56 +0000 2018,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,67
367,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 16:21:48 +0000 2018,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,68
368,-0.5574,0.338,0.662,0.0,FoxNews,Mon Apr 09 16:15:47 +0000 2018,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",69
369,-0.2263,0.094,0.851,0.055,FoxNews,Mon Apr 09 16:12:51 +0000 2018,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe,70
370,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 16:10:12 +0000 2018,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,71
371,0.5859,0.0,0.798,0.202,FoxNews,Mon Apr 09 16:06:20 +0000 2018,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX,72
372,-0.7351,0.246,0.754,0.0,FoxNews,Mon Apr 09 16:03:05 +0000 2018,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs",73
373,-0.3182,0.187,0.813,0.0,FoxNews,Mon Apr 09 15:48:51 +0000 2018,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,74
374,-0.3182,0.247,0.753,0.0,FoxNews,Mon Apr 09 15:41:12 +0000 2018,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f,75
375,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 15:30:54 +0000 2018,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23,76
376,0.128,0.0,0.88,0.12,FoxNews,Mon Apr 09 15:20:42 +0000 2018,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF,77
377,-0.296,0.145,0.855,0.0,FoxNews,Mon Apr 09 15:06:25 +0000 2018,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf",78
378,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:43:27 +0000 2018,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO,79
379,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:36:36 +0000 2018,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D",80
380,0.3182,0.0,0.874,0.126,FoxNews,Mon Apr 09 14:34:51 +0000 2018,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD",81
381,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:29:26 +0000 2018,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb,82
382,-0.5574,0.231,0.769,0.0,FoxNews,Mon Apr 09 14:26:01 +0000 2018,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP,83
383,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:23:41 +0000 2018,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e",84
384,0.4576,0.0,0.88,0.12,FoxNews,Mon Apr 09 14:20:34 +0000 2018,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ",85
385,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:15:12 +0000 2018,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW",86
386,0.3612,0.0,0.706,0.294,FoxNews,Mon Apr 09 14:12:15 +0000 2018,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr,87
387,0.34,0.0,0.854,0.146,FoxNews,Mon Apr 09 14:08:49 +0000 2018,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql",88
388,0.3818,0.0,0.88,0.12,FoxNews,Mon Apr 09 14:05:35 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…",89
389,0.4336,0.0,0.856,0.144,FoxNews,Mon Apr 09 14:05:23 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…",90
390,0.4939,0.0,0.789,0.211,FoxNews,Mon Apr 09 14:04:13 +0000 2018,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw",91
391,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 14:01:51 +0000 2018,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE,92
392,-0.5423,0.243,0.757,0.0,FoxNews,Mon Apr 09 13:12:00 +0000 2018,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)",93
393,-0.7096,0.33,0.67,0.0,FoxNews,Mon Apr 09 13:01:08 +0000 2018,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F,94
394,0.0,0.0,1.0,0.0,FoxNews,Mon Apr 09 12:59:25 +0000 2018,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb",95
395,-0.5859,0.348,0.652,0.0,FoxNews,Mon Apr 09 12:52:15 +0000 2018,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u,96
396,0.6808,0.0,0.763,0.237,FoxNews,Mon Apr 09 12:30:27 +0000 2018,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq,97
397,-0.0747,0.145,0.727,0.128,FoxNews,Mon Apr 09 12:10:12 +0000 2018,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si,98
398,0.6124,0.0,0.688,0.312,FoxNews,Mon Apr 09 11:46:36 +0000 2018,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM,99
399,0.7713,0.0,0.718,0.282,FoxNews,Mon Apr 09 11:45:07 +0000 2018,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o",100
400,0.4019,0.0,0.881,0.119,nytimes,Mon Apr 09 23:53:05 +0000 2018,"RT @nytopinion: With the help of the California courts, Stormy Daniels appears to be entering into a long-term relationship with the presid…",1
401,0.0,0.0,1.0,0.0,nytimes,Mon Apr 09 23:42:00 +0000 2018,Full transcript of President Trump's remarks https://t.co/3vTKj27DcI,2
